/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/A Classic Education - NightOwl_150.00_158.00.wav,Split,Start,End,Duration,Words,Lyric,chunk_path,has_lyrics
Triviul - Dorothy,Train,72,83,11,12,come to me oh come to me dorothy somewhere blue birds fly,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_72.00_83.00.wav,True
Triviul - Dorothy,Train,104,109,5,9,i'm going all again but what can she do,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_104.00_109.00.wav,True
Triviul - Dorothy,Train,109,117,8,15,and do i lose her when i ask her the inevitable why she isn't you,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_109.00_117.00.wav,True
Triviul - Dorothy,Train,117,127,10,17,oh no and though we've never touched i know her relative perfection can be up to much,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_117.00_127.00.wav,True
Triviul - Dorothy,Train,127,138,11,9,so come to me oh come to me dorothy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_127.00_138.00.wav,True
Triviul - Dorothy,Train,138,146,8,9,come to me oh come to me oh dorothy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Triviul - Dorothy_138.00_146.00.wav,True
Voelund - Comfort Lives In Belief,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_0.00_10.00.wav,False
Voelund - Comfort Lives In Belief,Train,10,18,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_10.00_18.00.wav,False
Voelund - Comfort Lives In Belief,Train,18,25,7,1,oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_18.00_25.00.wav,True
Voelund - Comfort Lives In Belief,Train,25,34,9,11,hey gather 'round for the story gather around for the tale,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_25.00_34.00.wav,True
Voelund - Comfort Lives In Belief,Train,34,41,7,10,you may bring your comrades forget about heaven and hell,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_34.00_41.00.wav,True
Voelund - Comfort Lives In Belief,Train,43,49,6,1,oh,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_43.00_49.00.wav,True
Voelund - Comfort Lives In Belief,Train,49,57,8,14,i'm not here to blame you your name is not the name i've called,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_49.00_57.00.wav,True
Voelund - Comfort Lives In Belief,Train,57,64,7,15,i just want to tell you brother take the gospel with a grain of salt,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_57.00_64.00.wav,True
Voelund - Comfort Lives In Belief,Train,64,71,7,11,the books all holy bibles constructed for a purpose you see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_64.00_71.00.wav,True
Voelund - Comfort Lives In Belief,Train,71,79,8,15,control works so much better baby when we see what they want us to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_71.00_79.00.wav,True
Voelund - Comfort Lives In Belief,Train,79,86,7,16,we're born with ears we're born with eyes that you suppose makes a difference i life,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_79.00_86.00.wav,True
Voelund - Comfort Lives In Belief,Train,86,94,8,14,there's a strong line between truth an lies that's what separates men from child,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_86.00_94.00.wav,True
Voelund - Comfort Lives In Belief,Train,94,102,8,16,no i'm not here to blame you for your name is not the name i've called,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_94.00_102.00.wav,True
Voelund - Comfort Lives In Belief,Train,102,110,8,15,i just want to tell you brother take the gospel with a grain of salt,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_102.00_110.00.wav,True
Voelund - Comfort Lives In Belief,Train,110,117,7,11,the books all holy bibles constructed for a purpose you see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_110.00_117.00.wav,True
Voelund - Comfort Lives In Belief,Train,117,126,9,15,control works so much better baby when you see what they want us to see,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_117.00_126.00.wav,True
Voelund - Comfort Lives In Belief,Train,126,132,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_126.00_132.00.wav,False
Voelund - Comfort Lives In Belief,Train,132,139,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_132.00_139.00.wav,False
Voelund - Comfort Lives In Belief,Train,139,145,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_139.00_145.00.wav,False
Voelund - Comfort Lives In Belief,Train,145,153,8,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_145.00_153.00.wav,True
Voelund - Comfort Lives In Belief,Train,155,162,7,1,ah,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_155.00_162.00.wav,True
Voelund - Comfort Lives In Belief,Train,163,171,8,10,gather around for the story gather 'round for the tale,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_163.00_171.00.wav,True
Voelund - Comfort Lives In Belief,Train,171,178,7,12,you may bring your camerads you may forget about heaven and hell,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_171.00_178.00.wav,True
Voelund - Comfort Lives In Belief,Train,178,182,4,7,we're all in need of a story,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Voelund - Comfort Lives In Belief_178.00_182.00.wav,True
Wall Of Death - Femme,Train,1,12,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_1.00_12.00.wav,False
Wall Of Death - Femme,Train,12,18,6,4,females struggling for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_12.00_18.00.wav,True
Wall Of Death - Femme,Train,18,25,7,9,time to get rid of the shackles of servility,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_18.00_25.00.wav,True
Wall Of Death - Femme,Train,25,30,5,3,women are free,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_25.00_30.00.wav,True
Wall Of Death - Femme,Train,30,37,7,5,forking my resignation to be,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_30.00_37.00.wav,True
Wall Of Death - Femme,Train,37,44,7,5,we are warriors for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_37.00_44.00.wav,True
Wall Of Death - Femme,Train,44,50,6,5,forget my resignation to be,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_44.00_50.00.wav,True
Wall Of Death - Femme,Train,50,56,6,5,we are warriors for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_50.00_56.00.wav,True
Wall Of Death - Femme,Train,56,64,8,6,young dog boar will live on,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_56.00_64.00.wav,True
Wall Of Death - Femme,Train,64,70,6,3,shut us up,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_64.00_70.00.wav,True
Wall Of Death - Femme,Train,70,78,8,4,we are now obedients,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_70.00_78.00.wav,True
Wall Of Death - Femme,Train,78,85,7,3,to go on,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_78.00_85.00.wav,True
Wall Of Death - Femme,Train,85,92,7,6,forget my old intention to be,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_85.00_92.00.wav,True
Wall Of Death - Femme,Train,92,98,6,5,we are warriors for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_92.00_98.00.wav,True
Wall Of Death - Femme,Train,98,105,7,5,forget my resignation to be,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_98.00_105.00.wav,True
Wall Of Death - Femme,Train,105,114,9,5,we are warriors for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_105.00_114.00.wav,True
Wall Of Death - Femme,Train,114,122,8,6,this way we blow this patriarchy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_114.00_122.00.wav,True
Wall Of Death - Femme,Train,122,129,7,5,to shed our ghost irrationality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_122.00_129.00.wav,True
Wall Of Death - Femme,Train,129,137,8,6,this way we blow this patriarchy,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_129.00_137.00.wav,True
Wall Of Death - Femme,Train,137,144,7,6,no master no distraction no peace,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_137.00_144.00.wav,True
Wall Of Death - Femme,Train,144,154,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_144.00_154.00.wav,False
Wall Of Death - Femme,Train,154,164,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_154.00_164.00.wav,False
Wall Of Death - Femme,Train,164,174,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_164.00_174.00.wav,False
Wall Of Death - Femme,Train,174,180,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_174.00_180.00.wav,False
Wall Of Death - Femme,Train,180,186,6,4,females struggling for equality,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_180.00_186.00.wav,True
Wall Of Death - Femme,Train,186,193,7,9,time to get rid of the shackles of servility,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_186.00_193.00.wav,True
Wall Of Death - Femme,Train,193,198,5,3,women are free,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_193.00_198.00.wav,True
Wall Of Death - Femme,Train,198,205,7,6,you're the product of your industry,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_198.00_205.00.wav,True
Wall Of Death - Femme,Train,205,212,7,8,you're a woman you're born to be free,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_205.00_212.00.wav,True
Wall Of Death - Femme,Train,212,219,7,6,you're the product of your industry,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_212.00_219.00.wav,True
Wall Of Death - Femme,Train,219,225,6,3,you're a woman,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_219.00_225.00.wav,True
Wall Of Death - Femme,Train,225,233,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_225.00_233.00.wav,False
Wall Of Death - Femme,Train,233,238,5,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Wall Of Death - Femme_233.00_238.00.wav,False
Young Griffo - Blood To Bone,Train,0,10,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_0.00_10.00.wav,False
Young Griffo - Blood To Bone,Train,10,18,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_10.00_18.00.wav,False
Young Griffo - Blood To Bone,Train,18,26,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_18.00_26.00.wav,False
Young Griffo - Blood To Bone,Train,26,31,5,9,letting you down you see a devil in me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_26.00_31.00.wav,True
Young Griffo - Blood To Bone,Train,31,39,8,5,i am flown i'm flown,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_31.00_39.00.wav,True
Young Griffo - Blood To Bone,Train,39,44,5,8,broken again you find an anchor in me,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_39.00_44.00.wav,True
Young Griffo - Blood To Bone,Train,44,52,8,5,i'm a throne i'm throne,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_44.00_52.00.wav,True
Young Griffo - Blood To Bone,Train,52,60,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_52.00_60.00.wav,False
Young Griffo - Blood To Bone,Train,60,66,6,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_60.00_66.00.wav,False
Young Griffo - Blood To Bone,Train,66,73,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_66.00_73.00.wav,False
Young Griffo - Blood To Bone,Train,73,81,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_73.00_81.00.wav,False
Young Griffo - Blood To Bone,Train,81,91,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_81.00_91.00.wav,False
Young Griffo - Blood To Bone,Train,91,97,6,8,coming around i am a failure in dean,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_91.00_97.00.wav,True
Young Griffo - Blood To Bone,Train,97,104,7,6,but you hone ya hold on,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_97.00_104.00.wav,True
Young Griffo - Blood To Bone,Train,104,110,6,8,all my good never shows all i try,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_104.00_110.00.wav,True
Young Griffo - Blood To Bone,Train,110,116,6,11,just burns your lungs try so hard from blood to bone,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_110.00_116.00.wav,True
Young Griffo - Blood To Bone,Train,116,123,7,8,all my good never shows all i try,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_116.00_123.00.wav,True
Young Griffo - Blood To Bone,Train,123,132,9,16,just burns your lungs try so hard from blood to bone i feel like a failure,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_123.00_132.00.wav,True
Young Griffo - Blood To Bone,Train,132,139,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_132.00_139.00.wav,False
Young Griffo - Blood To Bone,Train,139,147,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_139.00_147.00.wav,False
Young Griffo - Blood To Bone,Train,147,158,11,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_147.00_158.00.wav,False
Young Griffo - Blood To Bone,Train,158,166,8,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_158.00_166.00.wav,False
Young Griffo - Blood To Bone,Train,166,173,7,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_166.00_173.00.wav,False
Young Griffo - Blood To Bone,Train,173,183,10,1,-,/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/audio_chunks/train/Young Griffo - Blood To Bone_173.00_183.00.wav,False
