Song,Start,End,Duration,Lyric,Lyric_clean,Prediction,Prediction_clean,WER,CER,Words
The Long Wait - Back Home To Blue,15.0,21.0,6.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,21.0,31.0,10.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,31.0,37.0,6.0,we chased the shadows of this truck on humid highways,we chased the shadows of this truck on humid highways, I chased the shadows of this truck on humid highways,i chased the shadows of this truck on humid highways,0.1,0.03773584905660377,10
The Long Wait - Back Home To Blue,37.0,43.0,6.0,morning sun behind me bows in ever westward blow,morning sun behind me bows in ever westward blow, The morning sun behind me bows and ever westward glow.,the morning sun behind me bows and ever westward glow,0.3333333333333333,0.14583333333333334,9
The Long Wait - Back Home To Blue,43.0,49.0,6.0,the many rose of corn blur on the downside of the blue hill,the many rose of corn blur on the downside of the blue hill, The many rows of corn blur on the downside of the Blue Hill,the many rows of corn blur on the downside of the blue hill,0.07692307692307693,0.03389830508474576,13
The Long Wait - Back Home To Blue,49.0,56.0,7.0,think its always been this way and i guess it always will,think its always been this way and i guess it always will," I think it's always been this way, and I guess it always will.",i think its always been this way and i guess it always will,0.08333333333333333,0.03508771929824561,12
The Long Wait - Back Home To Blue,56.0,62.0,6.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,62.0,67.0,5.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,67.0,74.0,7.0,i saw this easy river flow last time in winter,i saw this easy river flow last time in winter, I saw this easy river flow last time in winter,i saw this easy river flow last time in winter,0.0,0.0,10
The Long Wait - Back Home To Blue,74.0,80.0,6.0,oh but this morning burns the memphis summer glow,oh but this morning burns the memphis summer glow," Oh, but this morning burns a Memphis summer glow.",oh but this morning burns a memphis summer glow,0.1111111111111111,0.061224489795918366,9
The Long Wait - Back Home To Blue,80.0,86.0,6.0,im coming back across i always knew this subtle graces,im coming back across i always knew this subtle graces, I'm coming back across I always notice subtle graces,im coming back across i always notice subtle graces,0.2,0.12962962962962962,10
The Long Wait - Back Home To Blue,86.0,97.0,11.0,and the mississippi river sets the tempo and the pace im going far far away,and the mississippi river sets the tempo and the pace im going far far away, And the Mississippi River sets the temple and the pace Going far away,and the mississippi river sets the temple and the pace going far away,0.2,0.12,15
The Long Wait - Back Home To Blue,97.0,103.0,6.0,im going far far far away,im going far far far away, I'm going far away,im going far away,0.3333333333333333,0.32,6
The Long Wait - Back Home To Blue,103.0,113.0,10.0,oh im going far far away its always good to get away,oh im going far far away its always good to get away," Oh, I'm going far away. It's always good to get away.",oh im going far away its always good to get away,0.08333333333333333,0.07692307692307693,12
The Long Wait - Back Home To Blue,113.0,122.0,9.0,wed better still to come back home back home to blue,wed better still to come back home back home to blue," But better still to come back home, back home to blue.",but better still to come back home back home to blue,0.09090909090909091,0.057692307692307696,11
The Long Wait - Back Home To Blue,122.0,130.0,8.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,130.0,137.0,7.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,137.0,146.0,9.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,146.0,152.0,6.0,if absence makes the heart grow thunder i would reckon,if absence makes the heart grow thunder i would reckon," If absence makes the heart-bro fonder, I would reckon.",if absence makes the heartbro fonder i would reckon,0.3,0.1111111111111111,10
The Long Wait - Back Home To Blue,152.0,158.0,6.0,these little journeys do their parts to work for all of us,these little journeys do their parts to work for all of us, These little journeys do their parts to work for all of us,these little journeys do their parts to work for all of us,0.0,0.0,12
The Long Wait - Back Home To Blue,158.0,165.0,7.0,cause when you leave the sun ray dribs from green and dusty as bins,cause when you leave the sun ray dribs from green and dusty as bins, Because when you leave the summer drips from green and dusty aspens,because when you leave the summer drips from green and dusty aspens,0.42857142857142855,0.16417910447761194,14
The Long Wait - Back Home To Blue,164.0,170.0,6.0,and then they shimmer golden when you come back in the fall,and then they shimmer golden when you come back in the fall, And then they shimmer golden when you come back in the fall,and then they shimmer golden when you come back in the fall,0.0,0.0,12
The Long Wait - Back Home To Blue,170.0,176.0,6.0,im going far far away,im going far far away, I'm going far away.,im going far away,0.2,0.19047619047619047,5
The Long Wait - Back Home To Blue,176.0,182.0,6.0,im going far far away,im going far far away, I'm going far away,im going far away,0.2,0.19047619047619047,5
The Long Wait - Back Home To Blue,182.0,191.0,9.0,oh im going far far away its always good to get away,oh im going far far away its always good to get away," Oh, I'm going far away. It's always good to get away.",oh im going far away its always good to get away,0.08333333333333333,0.07692307692307693,12
The Long Wait - Back Home To Blue,192.0,197.0,5.0,wed better still to come back home,wed better still to come back home, But better still to come back home.,but better still to come back home,0.14285714285714285,0.08823529411764706,7
The Long Wait - Back Home To Blue,198.0,208.0,10.0,back home to blue,back home to blue, Back home to blue,back home to blue,0.0,0.0,4
The Long Wait - Back Home To Blue,208.0,215.0,7.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,215.0,222.0,7.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,222.0,231.0,9.0,,,,,0.0,0.0,1
The Long Wait - Back Home To Blue,231.0,237.0,6.0,many rose of corn blur on the downside of the blue hill,many rose of corn blur on the downside of the blue hill, Many rows of corn blur on the downside of Blue Hill.,many rows of corn blur on the downside of blue hill,0.16666666666666666,0.10909090909090909,12
The Long Wait - Back Home To Blue,237.0,246.0,9.0,i think its always been this way and i guess it always will,i think its always been this way and i guess it always will, I think it's always been this way and I guess it always will.,i think its always been this way and i guess it always will,0.0,0.0,13
The Long Wait - Back Home To Blue,246.0,254.0,8.0,,,,,0.0,0.0,1
The Scarlet Brand - Les Fleurs Du Mal,0.0,5.0,5.0,,,,,0.0,0.0,1
The Scarlet Brand - Les Fleurs Du Mal,5.0,10.0,5.0,intervention high pretension hierarch is my invention,intervention high pretension hierarch is my invention," Intervention, hypertension, higher art is my invention.",intervention hypertension higher art is my invention,0.42857142857142855,0.20754716981132076,7
The Scarlet Brand - Les Fleurs Du Mal,10.0,16.0,6.0,its just my differential existential fear,its just my differential existential fear, It's just my differential existential fear.,its just my differential existential fear,0.0,0.0,6
The Scarlet Brand - Les Fleurs Du Mal,16.0,22.0,6.0,cause you are olympia on a couch,cause you are olympia on a couch, Cause you are Olympian or couch,cause you are olympian or couch,0.42857142857142855,0.125,7
The Scarlet Brand - Les Fleurs Du Mal,22.0,27.0,5.0,and i am the nightmare on her breast,and i am the nightmare on her breast, And I am the nightmare on her breath.,and i am the nightmare on her breath,0.125,0.05555555555555555,8
The Scarlet Brand - Les Fleurs Du Mal,28.0,33.0,5.0,cause you are a day gas dancer,cause you are a day gas dancer, Because you are a Degas Dexter.,because you are a degas dexter,0.5714285714285714,0.26666666666666666,7
The Scarlet Brand - Les Fleurs Du Mal,33.0,39.0,6.0,and i am the blood stain on her dress,and i am the blood stain on her dress, And I am the bloodstain on her dress.,and i am the bloodstain on her dress,0.2222222222222222,0.02702702702702703,9
The Scarlet Brand - Les Fleurs Du Mal,40.0,49.0,9.0,,, you,you,1.0,3.0,1
The Scarlet Brand - Les Fleurs Du Mal,49.0,58.0,9.0,i will follow you down alley ways and watch you burning bright i will turn the lamps down low,i will follow you down alley ways and watch you burning bright i will turn the lamps down low, I will follow you down alleyways and watch you burning bright. I will turn the lamps down low.,i will follow you down alleyways and watch you burning bright i will turn the lamps down low,0.10526315789473684,0.010752688172043012,19
The Scarlet Brand - Les Fleurs Du Mal,58.0,64.0,6.0,and work by candle light paint for me your portrait baby,and work by candle light paint for me your portrait baby, and work by candlelight paint for me your portrait baby,and work by candlelight paint for me your portrait baby,0.18181818181818182,0.017857142857142856,11
The Scarlet Brand - Les Fleurs Du Mal,64.0,73.0,9.0,inside melees and mesh i will cry for your alikeness and cast it in your flash,inside melees and mesh i will cry for your alikeness and cast it in your flash, and sat and lace and mesh. I will craft for you a likeness and cast it in your flesh.,and sat and lace and mesh i will craft for you a likeness and cast it in your flesh,0.5625,0.24358974358974358,16
The Scarlet Brand - Les Fleurs Du Mal,73.0,78.0,5.0,,, Thank you.,thank you,2.0,9.0,1
The Scarlet Brand - Les Fleurs Du Mal,78.0,84.0,6.0,cause im the mephisto police whispering in your ear,cause im the mephisto police whispering in your ear, Cause I'm the Mephistopheles whispering in your ear,cause im the mephistopheles whispering in your ear,0.2222222222222222,0.11764705882352941,9
The Scarlet Brand - Les Fleurs Du Mal,84.0,89.0,5.0,and i am the colossus in your garden,and i am the colossus in your garden, And I'm the Colossus in your garden.,and im the colossus in your garden,0.25,0.05555555555555555,8
The Scarlet Brand - Les Fleurs Du Mal,89.0,95.0,6.0,cause you are the bather in her blessed fountain,cause you are the bather in her blessed fountain, Because you are the Baether in her blessed fountain.,because you are the baether in her blessed fountain,0.2222222222222222,0.0625,9
The Scarlet Brand - Les Fleurs Du Mal,95.0,101.0,6.0,and i am the wind that makes her pail flash harden,and i am the wind that makes her pail flash harden, And I am the wind that makes her pale flesh harden.,and i am the wind that makes her pale flesh harden,0.18181818181818182,0.06,11
The Scarlet Brand - Les Fleurs Du Mal,101.0,106.0,5.0,,, Thank you.,thank you,2.0,9.0,1
The Scarlet Brand - Les Fleurs Du Mal,106.0,110.0,4.0,,,,,0.0,0.0,1
The Scarlet Brand - Les Fleurs Du Mal,110.0,116.0,6.0,,, you,you,1.0,3.0,1
The Scarlet Brand - Les Fleurs Du Mal,116.0,120.0,4.0,i will follow you down alley ways,i will follow you down alley ways, I will follow you down alleyways,i will follow you down alleyways,0.2857142857142857,0.030303030303030304,7
The Scarlet Brand - Les Fleurs Du Mal,120.0,128.0,8.0,watch you burning bright i will turn the lamps down low and work by candle light,watch you burning bright i will turn the lamps down low and work by candle light, And watch you burning bright I will turn the lamps down low And work by candlelight,and watch you burning bright i will turn the lamps down low and work by candlelight,0.1875,0.0625,16
The Scarlet Brand - Les Fleurs Du Mal,128.0,134.0,6.0,paint for me your portrait baby inside melees and mesh i will,paint for me your portrait baby inside melees and mesh i will," Paint for me your portrait, baby, and sad and laced and mesh. I will",paint for me your portrait baby and sad and laced and mesh i will,0.3333333333333333,0.19672131147540983,12
