chunk_path,Song,Start,End,Lyric,has_lyrics,augmented_from
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_46_53.wav,Black Bloc - If You Want Success,46,53,biggest thing of its kind beast in the mime on the information line fall in line what they speak in these times follow my,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_53_57.wav,Black Bloc - If You Want Success,53,57,if you want success better stop thinking,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_57_65.wav,Black Bloc - If You Want Success,57,65,if you want success better stop thinking if you want success better stop thinking,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_65_70.wav,Black Bloc - If You Want Success,65,70,if you want success better stop thinking,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_70_77.wav,Black Bloc - If You Want Success,70,77,be aware of these telematic technologies loosing ecologies to combo economies one of these thiefs to the par,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_84_91.wav,Black Bloc - If You Want Success,84,91,so if you want success better stop thinking,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_91_99.wav,Black Bloc - If You Want Success,91,99,if you want success better stop thinking oh oh oh oh oh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_112_117.wav,Black Bloc - If You Want Success,112,117,global culver stay fine lines of escape from the politics of fay,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_117_126.wav,Black Bloc - If You Want Success,117,126,corporate merches in cup hill games while the people are trained in word money and fame on the kind of a system till we live into the debt what we'd undertake is all interest splat forget it,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_126_132.wav,Black Bloc - If You Want Success,126,132,all for one mroe day on a comedy's payroll i've got nothing left to say this leviathan biggest thing of its kind,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_132_138.wav,Black Bloc - If You Want Success,132,138,beast in the mime on the information line fall in line what they speak in these times follow my,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_138_142.wav,Black Bloc - If You Want Success,138,142,if you want success better stop thinking,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_142_149.wav,Black Bloc - If You Want Success,142,149,if you want success better stop thinking oh oh oh oh oh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_206_211.wav,Black Bloc - If You Want Success,206,211,ah ah ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_211_217.wav,Black Bloc - If You Want Success,211,217,ah ah ah ah ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_217_221.wav,Black Bloc - If You Want Success,217,221,ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_221_226.wav,Black Bloc - If You Want Success,221,226,ah ah ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_226_230.wav,Black Bloc - If You Want Success,226,230,ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_230_240.wav,Black Bloc - If You Want Success,230,240,ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_265_275.wav,Black Bloc - If You Want Success,265,275,sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_275_283.wav,Black Bloc - If You Want Success,275,283,sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_283_293.wav,Black Bloc - If You Want Success,283,293,sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_292_299.wav,Black Bloc - If You Want Success,292,299,sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_299_308.wav,Black Bloc - If You Want Success,299,308,i got my message from a sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_308_318.wav,Black Bloc - If You Want Success,308,318,keep my sociopath i got my message from,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_318_325.wav,Black Bloc - If You Want Success,318,325,sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_325_336.wav,Black Bloc - If You Want Success,325,336,keep my sociopath,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_349_354.wav,Black Bloc - If You Want Success,349,354,dance bang,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Black Bloc - If You Want Success_367_374.wav,Black Bloc - If You Want Success,367,374,dance bang,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_9_18.wav,Celestial Shore - Die For Us,9,18,dive on us die for us aren't you real really cool,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_18_28.wav,Celestial Shore - Die For Us,18,28,point your marble lies caramelize dust of a screen we'll still be there,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_28_38.wav,Celestial Shore - Die For Us,28,38,where are you floating floating your gaze is up in the ether,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_38_47.wav,Celestial Shore - Die For Us,38,47,patience glowing golden golden speakers speak for themselves,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_47_56.wav,Celestial Shore - Die For Us,47,56,three a m easily,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_56_64.wav,Celestial Shore - Die For Us,56,64,show me your ghost whisper,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_64_75.wav,Celestial Shore - Die For Us,64,75,trouble isn't that you're too jaded,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_95_104.wav,Celestial Shore - Die For Us,95,104,walk the silver line lining aren't you sear be asleep bad,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_104_112.wav,Celestial Shore - Die For Us,104,112,ordinary living living is for the rag tickley boy,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_112_123.wav,Celestial Shore - Die For Us,112,123,three a m easily,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_123_131.wav,Celestial Shore - Die For Us,123,131,show me your ghost whisper,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_131_138.wav,Celestial Shore - Die For Us,131,138,trouble isn't that you're too,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Celestial Shore - Die For Us_138_146.wav,Celestial Shore - Die For Us,138,146,too jaded,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_49_58.wav,Chris Durban - Celebrate,49,58,a feeling's come quickly to,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_58_64.wav,Chris Durban - Celebrate,58,64,quickly after you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_64_72.wav,Chris Durban - Celebrate,64,72,these feelings they swallow you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_72_80.wav,Chris Durban - Celebrate,72,80,they swallow swallow you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_105_114.wav,Chris Durban - Celebrate,105,114,we celebrate,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_114_120.wav,Chris Durban - Celebrate,114,120,explain me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_120_128.wav,Chris Durban - Celebrate,120,128,these theories too it takes me,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_128_136.wav,Chris Durban - Celebrate,128,136,a while to move completely,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_136_144.wav,Chris Durban - Celebrate,136,144,i see right through eyesore,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_144_148.wav,Chris Durban - Celebrate,144,148,point at you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_173_182.wav,Chris Durban - Celebrate,173,182,we celebrate,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_182_189.wav,Chris Durban - Celebrate,182,189,intriguing,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_189_196.wav,Chris Durban - Celebrate,189,196,wanting to wanting,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_196_204.wav,Chris Durban - Celebrate,196,204,after you the ceiling,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_204_212.wav,Chris Durban - Celebrate,204,212,can shelter you can come down,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_212_217.wav,Chris Durban - Celebrate,212,217,down on you,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_222_228.wav,Chris Durban - Celebrate,222,228,we celebrate,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Chris Durban - Celebrate_228_236.wav,Chris Durban - Celebrate,228,236,we celebrate,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_15_22.wav,Clara Berry And Wooldog - Air Traffic,15,22,air traffic control i'm coming down just waiting on your word,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_22_30.wav,Clara Berry And Wooldog - Air Traffic,22,30,flying round and round this may not be the best dining but the heavens are full,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_30_40.wav,Clara Berry And Wooldog - Air Traffic,30,40,and i need to ground air traffic control if you were in my place if you could feel my wings you you'd do it far from grace,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_40_50.wav,Clara Berry And Wooldog - Air Traffic,40,50,blessings and i i'm coming down the heavens are full and i need to ground,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_50_58.wav,Clara Berry And Wooldog - Air Traffic,50,58,uh uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_58_67.wav,Clara Berry And Wooldog - Air Traffic,58,67,uh uh,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_67_78.wav,Clara Berry And Wooldog - Air Traffic,67,78,take off your oxygen masks and your life jackets please there be only pain if you survive the seas,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_78_88.wav,Clara Berry And Wooldog - Air Traffic,78,88,kiss your neighbor good bye let go of your seats,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_88_97.wav,Clara Berry And Wooldog - Air Traffic,88,97,let go of your seats,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_97_107.wav,Clara Berry And Wooldog - Air Traffic,97,107,and deep promises fast words that you sear come tumbling down from,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_106_113.wav,Clara Berry And Wooldog - Air Traffic,106,113,front beams over here limbs broken in scard hearts opened in mart to find,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_112_120.wav,Clara Berry And Wooldog - Air Traffic,112,120,to find who we are to dismember our bones and take us apart,TRUE,stretch_110
/content/drive/MyDrive/GitHub/musdb18-asr-dl/data/processed/train_chunks_augmented/vocals/stretch_110/Clara Berry And Wooldog - Air Traffic_120_128.wav,Clara Berry And Wooldog - Air Traffic,120,128,take us apart take us apart,TRUE,stretch_110
